,fes_youth,fes_p_ss_fc_pr,macv_p_ss_fs,macv_p_ss_fo,macv_p_ss_isr,macv_p_ss_fr,macv_p_ss_r,demo_prnt_age_v2,demo_prnt_marital_v2,demo_comb_income_v2,demo_fam_exp,demo_yrs_1,demo_yrs_2,parent_rules_q1,parent_rules_q4,parent_rules_q7,y
3485,6,7.0,3.83,3.6,5.0,4.0,1.0,27.0,6,6,1,0,1,2,2,2,1
3486,3,1.0,4.67,4.6,3.8,4.2,4.57,40.0,1,9,0,3,4,0,0,0,0
3487,1,1.0,4.67,4.6,2.6,4.4,5.0,35.0,5,7,0,2,4,0,0,0,0
3488,4,2.0,5.0,5.0,4.6,4.6,5.0,38.0,1,1,1,3,3,0,0,0,0
3489,0,3.0,3.67,3.4,3.6,3.8,4.57,35.0,1,9,0,2,3,2,2,2,1
3490,1,0.0,4.33,4.2,4.2,4.2,1.29,36.0,6,7,0,0,1,0,0,0,0
3491,1,1.0,4.83,3.0,2.8,3.0,5.0,49.0,1,8,0,3,4,0,0,0,0
3492,0,0.0,3.83,3.0,3.0,2.4,4.29,35.0,1,7,0,3,4,2,2,2,0
3493,1,1.0,4.0,4.0,3.8,3.4,1.86,35.0,3,9,0,0,2,2,0,2,0
3494,0,2.0,3.83,3.4,2.6,3.2,3.29,31.0,1,8,0,3,4,0,0,0,0
3495,1,0.0,4.0,3.6,3.0,3.4,3.71,29.0,4,6,0,0,3,0,0,0,0
3496,1,5.0,2.67,2.4,4.2,2.2,1.0,29.0,5,3,1,0,1,2,0,2,1
3497,3,5.0,3.5,2.6,3.0,2.8,4.43,43.0,1,7,0,3,4,0,0,0,1
3498,0,0.0,3.67,2.6,3.0,2.2,5.0,57.0,1,9,0,3,4,2,2,2,1
3499,0,2.0,4.83,4.4,3.6,4.6,4.86,33.0,5,5,0,0,4,2,2,2,1
3500,0,1.0,4.17,2.8,3.6,3.6,4.71,34.0,1,7,1,3,4,0,0,0,0
3501,4,7.0,4.0,4.2,2.6,3.2,1.0,49.0,1,10,0,1,2,0,0,0,0
3502,4,2.0,3.33,2.8,2.2,2.6,3.71,42.0,1,9,0,4,4,0,0,0,0
3503,1,3.0,3.67,3.4,3.6,3.2,1.0,42.0,1,9,0,1,2,2,2,2,0
3504,2,2.0,3.83,2.6,3.4,2.0,1.0,41.0,1,9,0,0,1,0,0,0,0
3505,1,1.0,5.0,4.4,3.0,4.2,3.14,48.0,1,8,0,1,3,0,0,0,0
3506,3,2.0,3.67,3.2,4.0,2.8,3.29,47.0,1,7,0,3,3,0,0,0,1
3507,0,0.0,4.0,4.4,2.8,3.8,4.43,39.0,1,10,0,3,4,0,0,0,0
3508,1,3.0,5.0,3.4,4.0,4.6,3.14,36.0,1,9,0,0,1,0,0,0,0
3509,0,1.0,4.0,3.0,4.0,3.4,3.0,39.0,1,8,0,1,3,0,0,0,1
3510,2,3.0,4.0,3.8,3.2,3.0,4.0,43.0,1,10,0,3,3,2,2,2,0
3511,0,0.0,4.0,3.6,3.4,3.6,4.0,43.0,1,9,0,3,4,0,0,0,0
3512,2,1.0,3.5,3.8,4.0,2.2,1.43,43.0,1,10,0,0,1,0,0,0,1
3513,1,2.0,4.17,3.4,4.0,3.4,2.0,48.0,3,8,0,2,3,2,2,2,0
3514,0,3.0,4.17,3.6,3.0,3.4,4.43,39.0,1,9,0,3,4,0,0,0,0
3515,0,2.0,4.83,4.8,3.4,4.4,4.0,41.0,1,2,0,2,3,2,2,2,0
3516,1,1.0,4.83,4.2,4.2,3.6,4.29,37.0,3,6,0,4,4,0,0,0,0
3517,3,0.0,4.0,3.4,3.4,3.2,5.0,36.0,1,8,0,3,4,0,0,0,0
3518,5,2.0,4.33,3.2,3.6,2.6,5.0,51.0,1,8,0,3,4,0,0,0,0
3519,1,2.0,3.5,3.0,3.6,3.2,3.0,45.0,1,9,0,2,4,0,0,0,0
3520,3,8.0,4.17,2.8,3.0,3.4,2.71,42.0,1,9,0,0,2,0,0,0,1
3521,0,2.0,4.5,4.0,3.2,4.4,5.0,39.0,1,9,0,3,4,0,0,0,0
3522,3,5.0,4.5,4.0,3.0,2.8,5.0,40.0,1,8,0,3,4,0,0,0,0
3523,4,8.0,3.67,3.4,3.8,3.8,5.0,34.0,1,9,0,4,4,2,0,0,1
3524,2,5.0,4.67,4.6,4.2,4.6,4.0,36.0,1,8,0,0,3,2,2,2,1
3525,0,1.0,3.67,4.2,3.2,3.0,3.29,70.0,4,5,0,0,3,0,0,0,0
3526,3,2.0,3.67,3.6,3.4,3.2,3.86,39.0,1,6,1,2,4,0,0,0,0
3527,6,4.0,4.33,3.8,3.2,3.0,1.29,49.0,1,9,0,0,2,2,2,2,0
3528,1,2.0,4.0,3.6,2.8,2.4,5.0,34.0,1,7,0,4,4,0,0,0,1
3529,2,0.0,4.5,4.0,3.6,3.2,4.71,34.0,1,7,0,3,4,0,0,0,0
3530,3,3.0,3.67,3.4,3.6,3.4,4.57,45.0,5,1,1,1,3,0,0,0,1
3531,2,9.0,4.67,4.4,4.6,4.8,4.14,27.0,1,2,1,0,1,0,0,0,1
3532,2,0.0,4.17,3.8,3.8,4.0,4.14,53.0,2,4,1,3,4,0,0,0,1
3533,7,5.0,3.83,3.6,2.6,2.2,1.14,35.0,1,5,1,0,2,0,0,2,1
3534,3,0.0,2.83,4.2,2.2,2.0,5.0,44.0,1,7,0,4,4,2,2,2,0
3535,3,8.0,3.83,3.4,2.8,3.4,3.57,32.0,1,7,1,4,4,2,2,2,1
3536,1,0.0,4.0,4.4,2.8,3.8,4.43,39.0,1,10,0,3,4,0,0,0,1
3537,0,3.0,4.83,3.8,3.4,4.0,3.29,44.0,1,9,0,0,3,0,0,0,1
3538,0,3.0,3.5,3.0,2.6,2.8,1.0,40.0,1,9,0,1,2,0,0,0,0
3539,0,1.0,4.5,3.6,4.2,3.4,1.29,41.0,1,10,0,0,1,2,2,2,0
3540,0,2.0,3.83,3.2,3.6,3.4,1.29,40.0,1,9,0,0,1,0,0,0,0
3541,2,1.0,4.83,4.4,3.8,4.8,4.71,44.0,6,8,1,1,3,0,0,0,0
3542,1,0.0,4.5,4.4,3.0,4.6,4.86,46.0,1,8,0,4,4,0,0,0,0
3543,0,4.0,4.67,3.8,3.4,4.2,5.0,42.0,3,8,0,2,4,0,0,0,1
3544,1,0.0,4.67,2.8,3.2,3.0,5.0,40.0,1,9,0,2,3,2,2,0,0
3545,4,4.0,4.0,3.8,3.6,3.2,1.0,41.0,1,9,0,0,1,0,0,0,1
3546,0,3.0,3.33,2.2,3.8,2.2,2.86,50.0,1,10,0,0,3,0,0,0,0
3547,0,2.0,3.67,3.0,4.6,4.0,2.0,38.0,5,2,1,4,3,0,0,0,0
3548,4,0.0,3.5,4.0,3.8,3.8,4.29,33.0,5,1,1,0,3,0,0,0,0
3549,2,2.0,4.33,4.2,4.2,4.8,4.14,35.0,4,3,1,4,3,0,0,0,1
3550,0,5.0,3.33,3.2,3.0,2.2,1.0,47.0,1,9,0,0,1,2,0,2,0
3551,3,2.0,5.0,5.0,4.2,4.2,5.0,45.0,1,9,0,1,4,0,0,0,0
3552,0,0.0,4.5,4.6,3.4,3.0,1.0,41.0,1,9,0,0,1,2,0,0,0
3553,7,7.0,3.83,3.2,2.8,2.6,4.0,48.0,1,9,0,3,3,1,0,0,1
3554,0,0.0,3.5,3.4,3.6,3.0,1.29,48.0,1,10,0,1,2,0,0,0,0
3555,3,1.0,3.67,2.2,3.4,2.8,1.29,35.0,1,9,0,0,1,0,0,0,0
3556,1,2.0,4.67,5.0,3.6,4.6,4.57,44.0,1,7,1,0,4,0,0,0,0
3557,2,7.0,3.83,3.6,3.6,3.6,4.0,34.0,4,1,1,1,4,0,0,2,1
3558,0,2.0,4.33,3.2,2.6,2.8,3.14,44.0,1,10,0,0,4,0,0,2,1
3559,1,1.0,3.5,3.2,3.0,2.0,1.0,31.0,5,4,0,0,3,0,0,0,0
3560,2,1.0,3.33,3.8,4.0,3.8,5.0,51.0,6,5,1,2,4,0,0,0,0
3561,2,0.0,3.83,3.6,4.0,3.2,1.0,41.0,3,9,0,0,1,2,2,2,0
3562,1,1.0,4.0,3.6,3.0,3.8,4.0,37.0,1,6,0,1,4,2,2,2,0
3563,2,1.0,3.83,3.0,3.4,2.4,2.29,44.0,5,3,1,3,2,0,0,0,1
3564,4,1.0,5.0,5.0,4.2,4.6,5.0,43.0,1,6,0,3,4,0,0,0,0
3565,3,3.0,4.67,4.2,3.8,4.2,4.57,33.0,1,7,1,1,3,0,0,0,1
3566,0,4.0,3.83,3.4,3.4,3.8,3.86,31.0,5,1,0,2,4,0,0,0,0
3567,2,5.0,4.17,3.4,3.4,3.8,5.0,53.0,3,6,0,1,4,0,0,0,1
3568,2,6.0,4.83,3.8,4.0,4.2,4.86,40.0,5,3,1,0,4,0,0,0,0
3569,0,5.0,4.67,4.0,3.4,2.4,3.71,43.0,4,10,0,3,4,0,0,2,1
3570,1,0.0,4.17,2.8,3.2,3.0,1.14,37.0,1,9,0,1,2,0,0,0,0
3571,2,4.0,3.17,3.8,3.4,3.2,1.71,51.0,1,10,0,1,3,0,0,0,0
3572,1,3.0,3.5,2.8,2.6,2.4,1.29,47.0,1,10,0,0,1,2,2,2,0
3573,1,1.0,4.67,4.4,4.0,3.8,1.14,39.0,3,6,0,2,2,0,0,0,1
3574,0,1.0,4.67,4.6,3.6,4.6,5.0,41.0,1,10,0,4,4,0,0,0,0
3575,1,1.0,4.17,4.0,3.0,3.2,1.0,41.0,1,9,0,0,1,0,0,0,0
3576,0,3.0,4.33,4.0,4.4,3.4,3.29,43.0,1,8,0,2,2,0,0,0,0
3577,5,0.0,5.0,4.2,4.0,4.4,4.43,51.0,1,9,0,3,4,0,0,0,0
3578,4,2.0,4.0,3.2,3.8,4.4,4.71,53.0,4,4,0,2,4,0,0,0,0
3579,2,6.0,3.5,3.0,4.0,3.0,1.0,43.0,3,7,0,0,4,0,0,0,0
3580,2,1.0,4.5,3.6,3.6,3.2,3.86,36.0,1,9,0,1,2,2,2,0,0
3581,4,1.0,3.83,3.4,3.6,3.8,3.86,38.0,1,9,0,3,4,0,0,0,1
3582,4,6.0,4.83,3.2,4.2,3.0,4.86,40.0,4,2,1,1,3,0,0,0,1
3583,6,3.0,4.0,2.8,3.4,3.0,3.57,34.0,5,2,1,0,3,0,0,0,1
3584,2,3.0,4.5,3.4,3.2,3.6,1.29,47.0,1,9,0,0,1,2,0,2,0
3585,0,1.0,4.5,4.2,3.8,3.0,3.0,38.0,1,7,1,2,3,0,0,0,0
3586,5,2.0,4.0,4.0,2.4,3.2,4.29,50.0,1,8,0,4,4,0,0,0,0
3587,3,9.0,3.33,2.4,3.8,1.8,1.43,57.0,1,6,0,0,1,2,0,2,1
3588,1,6.0,4.17,3.6,3.8,3.0,2.0,54.0,1,8,0,1,2,2,2,2,1
3589,3,5.0,3.33,3.6,2.8,2.8,2.0,33.0,5,1,1,1,2,2,2,2,1
3590,0,0.0,4.33,3.6,3.4,3.0,4.29,45.0,1,9,0,1,3,2,2,2,0
3591,3,2.0,4.0,3.8,3.6,3.8,4.14,32.0,1,9,0,3,4,0,0,0,1
3592,0,3.0,3.83,3.4,4.6,3.2,1.29,39.0,1,10,0,2,2,0,0,0,0
3593,3,4.0,4.17,3.4,3.0,3.2,4.86,43.0,1,7,0,3,4,0,0,0,1
3594,4,1.0,4.83,4.4,4.4,4.0,4.43,42.0,5,2,0,4,4,0,0,0,0
3595,1,2.0,4.5,3.6,3.0,3.0,4.71,32.0,1,9,0,3,4,0,0,0,0
3596,5,8.0,4.33,3.4,3.2,3.8,3.86,34.0,5,2,0,2,3,0,0,0,1
3597,1,0.0,3.17,3.2,4.2,3.2,1.0,40.0,3,9,0,0,1,0,0,0,0
3598,0,1.0,4.17,4.2,3.2,2.4,3.14,42.0,1,9,0,3,2,0,0,0,1
3599,3,2.0,3.83,3.4,3.4,3.2,3.14,43.0,1,7,0,2,2,2,2,2,1
3600,1,1.0,4.83,2.8,3.4,2.8,1.0,39.0,1,8,0,1,1,2,2,2,0
3601,2,6.0,3.33,2.0,4.0,1.4,1.29,54.0,1,10,0,0,3,2,0,2,0
3602,1,2.0,4.83,4.8,5.0,5.0,5.0,46.0,4,1,0,4,3,0,0,0,1
3603,4,8.0,4.5,4.8,3.8,4.0,4.14,44.0,6,5,1,0,1,0,0,0,0
3604,0,2.0,3.5,3.8,3.4,3.0,1.0,53.0,6,10,0,0,1,2,2,2,1
3605,0,3.0,4.5,3.6,3.0,3.4,3.71,48.0,1,10,0,3,3,0,0,0,0
3606,1,1.0,4.5,3.8,3.6,3.8,1.29,45.0,1,9,0,0,2,2,0,2,0
3607,6,4.0,4.5,4.2,3.6,3.8,2.43,29.0,5,4,1,1,2,0,0,0,1
3608,4,4.0,4.5,2.2,4.4,3.8,5.0,33.0,1,9,0,4,4,2,2,2,0
3609,0,3.0,3.33,2.8,3.8,2.2,4.43,40.0,1,9,0,3,4,2,2,2,0
3610,3,6.0,2.33,2.2,4.4,2.8,2.0,46.0,1,6,0,1,2,2,2,2,1
3611,2,5.0,3.83,3.8,3.0,3.4,1.86,39.0,6,6,1,0,1,0,0,0,1
3612,3,1.0,4.0,3.6,3.4,3.4,3.14,35.0,5,7,1,2,3,0,0,0,0
3613,1,3.0,5.0,5.0,4.2,5.0,4.71,44.0,1,5,1,0,4,0,0,0,0
3614,0,1.0,3.67,3.4,3.6,2.4,1.0,40.0,1,9,0,0,1,2,2,2,0
3615,0,1.0,4.33,3.2,2.8,3.0,3.29,40.0,1,10,0,2,4,0,0,0,0
3616,7,1.0,4.0,3.0,3.8,3.0,3.86,41.0,1,9,0,3,4,0,0,0,0
3617,1,0.0,5.0,4.2,4.2,2.6,1.0,41.0,1,9,0,0,1,2,0,2,0
3618,4,3.0,5.0,4.6,4.4,3.8,4.57,46.0,3,5,1,1,3,0,0,0,1
3619,2,2.0,4.33,3.6,3.4,3.6,3.29,32.0,5,2,1,1,2,0,0,0,0
3620,2,2.0,3.5,3.0,3.2,3.0,2.43,45.0,5,5,0,1,2,2,2,2,0
3621,2,1.0,4.0,3.4,3.6,4.0,4.0,40.0,6,5,0,0,3,0,0,0,0
3622,4,1.0,5.0,5.0,3.8,4.2,4.14,37.0,1,6,0,1,4,0,0,0,0
3623,2,3.0,3.5,2.6,3.6,2.2,2.14,39.0,1,9,0,0,2,0,0,0,0
3624,1,2.0,4.0,3.0,4.2,3.4,2.43,37.0,1,9,0,1,2,2,2,2,0
3625,2,3.0,2.67,1.8,3.6,1.4,1.14,42.0,1,10,0,1,2,2,2,2,0
3626,5,6.0,5.0,4.0,3.2,4.2,4.86,29.0,1,7,1,1,3,2,2,2,1
3627,1,2.0,4.83,4.6,3.8,4.4,4.71,46.0,1,9,0,2,3,0,0,0,0
3628,1,3.0,5.0,5.0,4.2,4.2,4.71,43.0,1,9,0,3,4,0,0,0,0
3629,2,5.0,4.17,3.2,3.4,3.0,1.43,44.0,1,5,0,1,1,0,2,2,1
3630,1,3.0,4.0,3.4,2.8,2.0,3.86,41.0,1,10,0,2,3,0,0,0,0
3631,0,0.0,4.67,3.2,3.6,3.4,1.57,42.0,1,9,0,0,1,2,2,2,0
3632,3,2.0,4.0,4.0,4.0,3.8,4.0,31.0,1,4,0,2,4,0,0,0,1
3633,1,0.0,4.0,3.0,3.0,2.6,2.0,41.0,1,9,0,1,3,0,0,0,0
3634,0,5.0,4.33,3.0,3.2,3.2,1.14,43.0,1,9,0,0,1,0,0,0,0
3635,4,0.0,4.0,3.8,2.8,3.6,4.86,35.0,1,8,1,4,4,0,0,0,0
3636,0,0.0,4.83,4.2,4.4,4.2,2.71,45.0,1,9,0,2,3,2,0,0,0
3637,0,1.0,4.17,3.2,3.2,2.8,4.29,47.0,1,10,0,1,4,0,0,0,0
3638,0,0.0,4.0,3.6,3.2,3.0,4.29,41.0,1,9,0,3,4,2,2,2,1
3639,3,2.0,5.0,3.0,4.0,3.8,4.0,37.0,3,8,0,2,3,2,2,2,1
3640,3,3.0,3.17,2.8,3.6,1.0,1.29,39.0,1,9,0,0,1,2,2,2,0
3641,2,1.0,4.0,3.4,3.0,3.0,1.14,39.0,1,9,0,0,2,0,0,0,0
3642,2,0.0,3.83,3.4,3.6,2.6,1.0,40.0,1,10,0,0,1,0,0,0,0
3643,5,2.0,4.67,5.0,4.2,4.8,5.0,29.0,1,6,0,4,4,0,0,0,1
3644,1,1.0,3.33,3.2,4.2,2.2,2.14,39.0,1,8,0,2,3,0,0,0,0
3645,6,5.0,3.17,3.4,2.8,3.6,2.0,49.0,5,3,0,1,2,0,1,0,1
3646,2,0.0,4.17,3.6,4.0,3.6,4.14,37.0,1,8,0,2,4,0,0,0,0
3647,1,3.0,3.67,3.6,3.6,2.8,1.86,41.0,1,6,1,3,2,0,0,0,1
3648,0,1.0,4.67,3.6,2.8,3.8,3.71,32.0,1,9,0,1,2,2,2,2,0
3649,0,0.0,4.33,4.2,2.4,3.6,5.0,40.0,1,8,0,4,4,2,2,2,0
3650,4,9.0,4.33,4.0,3.8,2.4,3.57,70.0,3,6,1,3,3,0,0,0,1
3651,0,4.0,3.17,3.6,2.8,2.4,1.0,41.0,4,8,0,0,3,2,2,2,1
3652,2,4.0,4.83,5.0,4.6,4.4,5.0,41.0,1,8,0,4,4,0,0,0,0
3653,5,4.0,4.17,3.2,3.0,3.6,4.57,37.0,1,10,0,3,4,0,0,0,0
3654,3,4.0,3.83,3.8,3.6,3.6,4.14,46.0,1,3,0,4,4,2,2,2,1
3655,1,1.125,4.5,3.2,2.8,3.8,1.57,39.0,1,10,0,1,2,2,2,2,0
3656,3,6.0,4.33,3.2,3.8,3.0,3.57,44.0,3,9,0,1,3,0,0,0,0
3657,2,3.0,4.33,3.4,3.0,3.2,4.57,47.0,1,10,0,3,4,2,2,2,0
3658,4,5.0,4.67,4.2,3.6,4.0,5.0,35.0,5,1,0,1,2,0,0,0,1
3659,0,0.0,4.83,3.2,4.6,3.4,3.43,44.0,1,9,0,2,4,0,0,0,0
3660,0,1.0,4.17,4.0,4.0,4.4,4.71,34.0,5,2,1,4,4,0,0,0,1
3661,4,1.0,4.5,4.0,4.0,3.4,1.0,43.0,1,10,0,0,1,2,0,2,0
3662,5,0.0,4.0,2.4,4.2,1.2,2.57,50.0,1,8,0,0,3,0,0,0,1
3663,2,3.0,4.83,4.6,4.2,3.8,5.0,26.0,4,4,0,0,2,0,0,0,0
3664,1,4.0,3.5,2.8,2.6,2.2,3.86,34.0,1,8,0,3,4,2,0,2,0
3665,2,2.0,3.67,3.0,3.4,3.0,1.29,46.0,1,10,0,0,1,2,0,0,0
3666,1,1.0,4.33,3.2,2.6,3.2,4.14,45.0,1,7,0,0,3,0,0,0,0
3667,3,7.0,4.0,2.8,4.2,3.2,1.71,35.0,3,7,1,0,2,0,0,0,1
3668,1,2.0,3.5,3.6,3.6,3.6,3.71,28.0,5,2,1,3,3,0,0,0,1
3669,0,0.0,4.0,3.6,3.0,3.4,1.0,43.0,1,9,0,0,1,2,0,2,0
3670,3,3.0,4.5,3.6,4.2,2.0,5.0,28.0,1,8,0,3,4,0,0,0,1
3671,5,0.0,5.0,4.6,4.6,4.4,5.0,32.0,5,4,1,1,4,0,0,0,1
3672,1,4.0,4.33,4.0,3.0,2.8,1.0,40.0,1,10,0,0,2,0,0,0,0
3673,1,1.0,4.0,4.0,4.0,4.0,4.0,36.0,5,5,0,3,4,0,0,0,0
3674,0,1.0,4.17,3.4,4.0,3.4,4.14,55.0,3,8,0,1,4,2,2,2,0
3675,4,5.0,3.67,3.6,3.2,3.6,3.71,32.0,5,2,1,1,3,0,0,0,1
3676,2,1.0,3.33,2.6,4.0,2.8,1.86,44.0,3,9,0,0,1,2,2,2,0
3677,8,5.0,4.17,4.2,3.4,4.0,4.29,35.0,1,7,0,3,4,2,2,2,1
3678,0,4.0,3.33,3.0,3.2,2.6,2.86,49.0,1,10,0,2,2,2,0,2,0
3679,6,3.0,4.67,3.2,3.0,3.6,4.86,40.0,1,8,0,3,4,0,0,0,0
3680,4,1.0,3.67,4.2,4.2,3.4,5.0,45.0,3,7,0,1,3,0,0,0,0
3681,3,5.0,4.5,4.2,3.2,4.0,4.86,38.0,3,5,1,4,4,0,0,0,0
3682,1,1.0,4.17,4.8,3.8,4.0,5.0,45.0,1,10,0,2,4,0,0,0,0
3683,0,0.0,4.17,3.8,2.4,3.8,4.0,39.0,1,8,1,2,4,0,0,0,0
3684,1,2.0,4.0,3.6,3.6,3.2,4.14,38.0,1,5,1,1,4,0,0,0,1
3685,3,2.0,3.83,3.4,3.2,3.6,2.57,33.0,5,5,0,0,1,0,0,0,0
3686,1,2.0,4.83,4.2,3.8,4.6,5.0,50.0,5,5,0,2,4,0,0,0,0
3687,5,7.0,4.83,3.0,3.8,3.4,4.86,34.0,1,9,0,3,4,0,0,0,1
3688,5,6.0,4.0,3.6,3.8,3.8,3.29,47.0,1,8,0,1,2,0,0,0,1
3689,6,4.0,4.17,3.0,3.2,3.2,2.86,31.0,6,7,0,0,1,0,0,0,1
3690,2,4.0,3.67,4.2,3.2,2.6,2.71,33.0,1,9,0,2,2,0,0,0,1
3691,4,4.0,2.67,2.4,2.2,1.6,3.43,39.0,6,9,0,1,1,2,2,2,0
3692,0,0.0,3.33,3.8,3.4,2.8,1.0,45.0,1,9,0,0,1,2,2,2,0
3693,0,3.0,4.0,4.0,4.0,3.2,1.0,37.0,3,7,0,1,2,0,0,0,0
3694,6,1.0,5.0,3.2,2.4,3.6,4.86,39.0,1,9,0,2,4,0,0,0,0
3695,0,1.0,4.0,3.6,3.0,3.8,4.0,37.0,1,6,0,1,4,2,2,2,0
3696,0,0.0,4.33,3.8,3.4,3.2,5.0,37.0,1,7,0,3,4,0,0,0,0
3697,1,2.0,3.5,3.2,3.8,2.8,3.57,50.0,1,9,0,3,3,2,0,2,1
3698,3,3.0,4.33,3.6,2.8,3.2,2.0,41.0,1,10,0,1,3,0,0,0,1
3699,0,0.0,5.0,4.6,3.4,3.6,4.43,47.0,1,1,0,3,3,0,0,0,1
3700,3,2.0,3.5,3.6,4.0,3.2,3.43,36.0,1,5,1,0,2,0,0,0,1
3701,0,2.0,4.5,3.6,3.6,3.6,5.0,39.0,1,10,0,3,4,0,0,0,0
3702,4,4.0,4.83,4.0,4.2,3.8,4.14,30.0,4,4,1,2,3,0,0,0,1
3703,1,3.0,4.67,4.0,3.4,4.0,2.43,40.0,3,7,1,1,2,0,2,2,1
3704,1,2.0,5.0,4.0,3.0,4.2,5.0,46.0,1,6,1,4,4,0,0,0,0
3705,0,5.0,5.0,4.2,4.2,4.2,4.86,40.0,1,9,0,2,3,0,0,2,1
3706,3,0.0,4.83,4.2,4.4,4.4,4.86,43.0,1,10,0,3,3,0,0,0,0
3707,2,5.0,4.0,3.6,3.2,3.2,1.0,40.0,1,8,0,3,3,0,0,0,1
3708,2,4.0,4.33,4.4,4.4,2.8,1.0,43.0,1,9,0,0,1,2,0,2,1
3709,1,6.0,3.83,3.4,4.2,4.0,4.71,40.0,3,6,0,2,4,2,0,2,1
3710,3,0.0,3.5,3.6,3.0,3.6,4.0,41.0,1,9,0,3,4,0,0,0,0
3711,5,5.0,3.83,3.6,3.2,3.6,4.57,33.0,1,8,0,4,4,0,0,0,1
3712,4,7.0,4.83,5.0,4.2,4.6,4.86,46.0,1,3,1,3,3,0,0,0,1
3713,6,4.0,3.5,3.8,4.2,2.8,4.14,34.0,6,1,1,1,4,0,0,0,1
3714,0,0.0,3.67,4.0,3.4,2.2,1.0,38.0,1,9,0,0,1,1,0,2,1
3715,3,4.0,4.33,3.8,4.2,3.2,4.57,37.0,5,2,0,0,1,0,0,0,0
3716,0,4.0,5.0,5.0,4.6,5.0,5.0,41.0,1,9,0,3,4,0,0,0,0
3717,7,5.0,2.83,3.4,3.8,2.8,1.0,37.0,1,6,1,0,1,2,2,2,1
3718,0,0.0,4.67,3.4,3.0,3.2,4.86,43.0,1,9,0,3,3,0,0,0,0
3719,2,1.0,4.33,4.0,3.2,2.6,1.0,38.0,1,9,0,0,1,0,0,0,0
3720,1,1.0,5.0,3.8,3.4,2.8,1.86,42.0,1,9,0,0,2,2,0,2,0
3721,1,3.0,3.67,3.8,3.0,2.2,1.57,44.0,1,9,0,2,2,0,0,0,1
3722,0,2.0,4.67,3.6,4.0,3.2,2.0,36.0,1,9,0,1,1,0,0,2,0
3723,3,3.0,4.83,4.2,4.0,4.4,4.43,49.0,1,4,1,3,4,0,0,0,1
3724,5,3.0,4.33,4.2,4.0,4.6,2.29,34.0,3,7,0,0,2,0,0,0,1
3725,4,1.0,4.0,3.8,2.6,3.8,4.71,32.0,1,7,0,3,4,0,0,0,0
3726,1,2.0,5.0,3.8,3.8,3.6,4.86,40.0,1,9,0,3,4,0,0,0,0
3727,1,2.0,4.33,3.6,3.6,3.2,4.86,47.0,5,6,1,1,4,0,0,0,0
3728,3,2.0,5.0,3.8,2.8,3.8,4.14,46.0,1,9,0,1,3,2,2,2,0
3729,0,2.0,4.17,4.0,3.2,3.0,1.43,35.0,5,7,0,0,1,2,2,2,0
3730,1,3.0,4.67,4.2,3.0,3.6,3.71,38.0,1,8,0,0,2,2,2,0,0
3731,3,0.0,3.67,3.2,4.0,3.0,1.43,37.0,1,8,0,2,4,0,0,0,0
3732,5,7.0,5.0,5.0,4.6,4.8,4.14,48.0,1,10,0,3,3,2,2,2,1
3733,0,0.0,3.33,3.6,3.4,2.4,3.14,38.0,1,9,0,2,3,0,0,0,0
3734,0,1.0,3.83,4.4,4.0,3.8,3.14,31.0,4,6,1,0,3,0,0,0,1
3735,1,5.0,4.17,4.4,3.6,3.8,1.14,41.0,1,8,0,3,2,0,0,0,0
3736,8,1.0,4.33,3.2,4.0,3.0,2.0,36.0,1,9,0,1,2,0,0,0,1
3737,2,2.0,4.17,3.6,3.4,2.8,3.57,40.0,1,9,0,3,3,0,0,2,0
3738,4,3.0,3.67,3.4,3.8,2.8,2.71,36.0,1,9,0,3,2,2,2,2,1
3739,3,4.0,5.0,5.0,5.0,5.0,5.0,28.0,5,2,0,1,4,0,0,0,0
3740,1,0.0,4.67,4.6,4.0,4.0,5.0,41.0,1,9,0,3,4,0,0,0,1
3741,0,4.0,4.33,3.4,3.8,2.4,2.29,41.0,1,10,0,1,3,0,0,0,0
3742,0,3.0,4.33,3.2,3.2,2.6,1.57,29.0,1,6,1,1,1,0,2,2,1
3743,1,1.0,4.67,4.6,5.0,4.6,2.86,34.0,1,6,0,0,2,0,0,0,0
3744,4,0.0,3.83,3.4,3.2,3.8,4.0,39.0,5,7,0,3,3,0,0,0,0
3745,1,0.0,4.67,4.0,3.8,3.0,4.0,45.0,3,9,0,3,4,2,0,2,0
3746,3,3.0,4.5,4.0,4.4,4.6,5.0,40.0,1,7,0,3,4,0,0,0,1
3747,1,1.0,4.5,3.6,4.2,3.8,5.0,45.0,1,9,0,1,4,0,0,0,0
3748,0,4.0,4.33,3.6,2.6,2.8,1.29,42.0,1,10,0,0,1,0,0,0,0
3749,3,1.0,4.17,3.8,3.2,3.6,3.29,52.0,3,9,0,2,3,2,2,2,0
3750,2,3.0,4.33,3.6,4.2,3.0,4.0,46.0,1,7,0,3,4,2,0,2,1
3751,4,1.0,4.33,4.2,4.2,3.8,4.43,27.0,1,7,0,0,3,0,0,0,1
3752,0,0.0,5.0,4.6,4.4,4.6,5.0,31.0,1,7,0,3,4,0,0,0,0
3753,0,3.0,4.5,4.4,3.4,3.6,3.71,51.0,1,10,0,2,3,0,0,0,0
3754,4,4.0,3.83,2.8,5.0,3.8,1.43,41.0,1,8,0,0,1,0,0,0,0
3755,1,3.0,3.33,3.0,2.0,2.4,1.0,36.0,1,10,0,3,2,2,2,2,0
